step,leg,target_swing_x_m,target_swing_y_m,target_body_advance_x_m,target_body_advance_y_m,actual_swing_x_m,actual_swing_y_m,body_displacement_x_m,body_displacement_y_m,swing_clearance_mean_mm,swing_clearance_max_mm,swing_force_mean,swing_force_max,swing_zero_force_fraction,landing_force_mean,max_abs_roll_deg,max_abs_pitch_deg,max_support_drift_mm,max_abs_q_error_rad,max_abs_tau_est
11,FL,0.06,0.0,0.006378691999999825,0.0011084029999999991,0.059288547198412644,-0.005048406476190509,-0.0031132946349206048,-0.002315686976190476,20.287697156,20.666414,0.0,0.0,1.0,3.4820717131474104,1.3001162373272206,1.2211429434100405,11.715677263399344,0.082244039,8.151339531
12,RR,0.06,0.0,0.02252273300000024,0.002799181000000001,0.07093392266742857,0.005507365328952352,0.034806380587301566,0.007452265666666666,22.593743819,22.859609,0.0,0.0,1.0,4.692,1.9850055776245341,1.0770634239081138,2.055349421334439,0.064926684,6.497019768
13,FR,0.06,0.0,0.005198332999999777,-0.0037241209999999973,0.06732767276984125,0.0015358807619047787,-0.008315530753968264,-0.001889687960317459,26.774221480999998,26.887626,0.0,0.0,1.0,3.064,0.8177812858915157,1.3262458056868232,13.433127966863717,0.098665714,9.943722725
14,RL,0.06,0.0,0.02578609000000015,-0.001442182000000001,0.060991582674603174,-0.0022348572222222474,0.036036422023809495,-0.0027365809761904763,29.455840815000002,29.795741,0.0,0.0,1.0,4.124,0.7104743122726442,1.0548479021343886,5.163535722689041,0.065214932,6.52499342
15,FL,0.06,0.0,0.0068715159999998,0.0009516389999999989,0.05929538652380956,-0.004577201579365003,-0.0025181604999999774,-0.002589642246031747,20.476679922000002,20.845175,0.0,0.0,1.0,3.66,1.2544061800936992,1.2125070370429312,11.688169333728975,0.082623005,8.188634872
16,RR,0.06,0.0,0.022439863000000115,0.0028915530000000007,0.0710659276031746,0.006033141341269838,0.034648962642857106,0.007954768960317462,22.267597135,22.522607999999998,0.0,0.0,1.0,4.56,2.0312299790707447,1.07214171644794,2.1461900793387843,0.064560711,6.460413933
17,FR,0.06,0.0,0.005258798999999759,-0.004050663000000004,0.06652270565873031,0.0024325147936508085,-0.008060614452380988,-0.002559268119047619,26.241489872,26.389728,0.0,0.0,1.0,3.044,0.7480899655512345,1.2918331583703528,13.45948398747621,0.096832991,9.751509666
18,RL,0.06,0.0,0.025627905000000173,-0.0011695339999999981,0.06103606065079366,-0.001613133015873014,0.035869045436508096,-0.0020551888015873016,29.521796637999998,29.860422,0.0,0.0,1.0,4.204,0.6936479169283604,1.0671405397415819,5.109885634011091,0.065638125,6.567928791
19,FL,0.06,0.0,0.006881583000000024,0.0006262860000000037,0.05949608265873019,-0.004110727182539631,-0.002544170944444535,-0.003124102412698413,20.756247533,21.109675000000003,0.0,0.0,1.0,3.564,1.1905358244730495,1.215137944646613,11.675063014150243,0.083317995,8.258734703
20,RR,0.06,0.0,0.022468133000000112,0.0030574169999999976,0.07113261215079367,0.006468358277777753,0.03458245722222225,0.008510520857142857,21.839644343,22.078115999999998,0.0,0.0,1.0,4.548,2.0908594156833944,1.0641107962167093,2.2617355074844627,0.063990533,6.403398037
21,FR,0.06,0.0,0.0053339539999996965,-0.0043614280000000005,0.0656054558492063,0.0033006764523809545,-0.007756781912698352,-0.0032018024206349202,25.642291498,25.827863,0.0,0.0,1.0,3.172,0.6736856662755458,1.2969780328917302,13.470899157342918,0.094869137,9.556485176
22,RL,0.06,0.0,0.025445080000000286,-0.0009056390000000032,0.06104713194444444,-0.0010278699841269334,0.035651081563492004,-0.001414176111111111,29.594817027,29.931092,0.0,0.0,1.0,4.228,0.6742106102074447,1.0790353154558363,5.049390955695095,0.066054761,6.609772682
23,FL,0.06,0.0,0.006910652000000073,0.00032549500000000377,0.059680361809523796,-0.0036553687222222186,-0.002559267087301642,-0.0036458413174603175,21.052721258000002,21.388508,0.0,0.0,1.0,3.564,1.1203891172771985,1.2158818730478107,11.652145274327546,0.084130764,8.341227531
24,RR,0.06,0.0,0.03250170299999994,0.003233306000000001,0.07129070329365078,0.0067275365714285495,0.026966591404761986,-0.005256753761904763,24.704569654,25.087655,0.0,0.0,1.0,4.576,1.712047509995958,1.4272211945990423,4.3551294710591195,0.081577718,8.0885849
