scenario,run,transition_s,from_mps,to_mps,offset_s,sample_t_rel_s,cycle_index,velocity_command_requested_mps,velocity_command_shaped_mps,velocity_command_applied_mps,velocity_command_measured_mps,velocity_command_accel_mps2,velocity_command_jerk_mps3,velocity_command_active,velocity_command_gait_period_s,velocity_command_gait_duty,velocity_command_gait_step_length_m,velocity_command_gait_foot_lift_m,kernel_footstep_plan_valid,kernel_velocity_error_x_mps,kernel_touchdown_target_fr_x_m,kernel_touchdown_target_fl_x_m,kernel_touchdown_target_rr_x_m,kernel_touchdown_target_rl_x_m,wbc_full_velocity_target_x_mps,wbc_full_requested_acc_x_mps2,wbc_full_srbd_acc_x_mps2,wbc_full_id_qdd_x_mps2,wbc_full_id_contact_force_x_n,wbc_full_srbd_ok,wbc_full_id_ok,wbc_shadow_solver_ok,wbc_shadow_within_budget,wbc_shadow_task_residual_norm,wbc_shadow_residual_norm,wbc_shadow_active_contacts,wbc_shadow_max_abs_tau,touchdown_event_count,touchdown_x_error_m,touchdown_y_error_m,contact_count,support_foot_count,imu_roll_rad,imu_pitch_rad,world_base_z_m
varying,varying_20260913_131059,16.0,0.6,1.4,1.0,16.999992048,121.0,1.4,1.4,1.348011406,1.651988594,0.0,0.0,1.0,0.14,0.44,0.21445636,0.084853156,1.0,0.280781488,0.052934435,0.051638563,0.051638563,0.052934435,1.348011406,-3.039771871,-2.844522459,-0.986405725,15.706099886,1.0,1.0,1.0,0.0,1.64e-06,1.64e-06,2.0,5.474351264,0.0,0.0,0.0,2.0,0.0,0.014413162,-0.008827324,0.362558093
varying,varying_20260913_131059,32.0,1.4,2.3,0.0,31.999993356,228.0,2.299999253,2.299999253,2.173504176,2.626494329,0.8,0.0,1.0,0.14,0.44,0.345784755,0.162824391,1.0,0.464033459,0.08707098,0.08767061,0.08767061,0.08707098,2.173504176,-4.0,-2.269478504,-3.122436405,-10.669621426,1.0,1.0,1.0,0.0,1.65e-06,1.65e-06,2.0,23.509657351,0.0,0.0,0.0,0.0,0.0,0.015475119,-0.005124515,0.361371334
varying,varying_20260913_131059,32.0,1.4,2.3,0.25,32.249995727,230.0,2.3,2.3,2.151020679,2.648979321,0.0,0.0,1.0,0.14,0.44,0.342207835,0.161014353,1.0,0.477694675,0.087289158,0.087766815,0.087766815,0.087289158,2.151020679,-4.0,-3.213306058,-1.807212351,26.792859012,1.0,1.0,1.0,0.0,2.681e-06,2.681e-06,2.0,9.109311249,0.0,0.0,0.0,2.0,0.0,0.006914747,-0.025300859,0.356782238
varying,varying_20260913_131059,32.0,1.4,2.3,0.5,32.500016192,232.0,2.3,2.3,2.141425651,2.658574349,0.0,0.0,1.0,0.14,0.44,0.340681354,0.160232939,1.0,0.51144852,0.090056423,0.089036819,0.089036819,0.090056423,2.141425651,-4.0,-6.006439881,-3.63299912,-24.680133698,1.0,1.0,1.0,0.0,1.804e-06,1.804e-06,2.0,26.135238711,1.0,0.004409594,-0.004970701,1.0,0.0,-0.016222592,-0.015739242,0.359489013
varying,varying_20260913_131059,32.0,1.4,2.3,1.0,32.999994502,235.0,2.3,2.3,2.164791258,2.635208742,0.0,0.0,1.0,0.14,0.44,0.344398609,0.162126492,1.0,0.456917231,0.086486559,0.086854949,0.086854949,0.086486559,2.164791258,-4.0,-4.353629226,-3.176900845,-22.319369292,1.0,1.0,1.0,0.0,1.263e-06,1.263e-06,2.0,5.927445331,0.0,0.0,0.0,1.0,0.0,0.039370697,-0.026520077,0.35956341
varying,varying_20260913_131059,48.0,2.3,2.8,0.0,47.999993487,342.0,2.799999593,2.799999593,2.658510436,3.141488749,0.8,0.0,1.0,0.14,0.44,0.422944842,0.192815627,1.0,0.495717108,0.101906265,0.100742396,0.100742396,0.101906265,2.658510436,-4.0,-3.375249579,-2.860753059,14.133355641,1.0,1.0,1.0,0.0,1.845e-06,1.845e-06,2.0,8.492307576,0.0,0.0,0.0,2.0,0.0,0.017629791,-0.017969044,0.359761199
varying,varying_20260913_131059,48.0,2.3,2.8,0.25,48.249986434,344.0,2.8,2.8,2.659856587,3.140143413,0.0,0.0,1.0,0.14,0.44,0.423159003,0.192869849,1.0,0.465404998,0.099620843,0.100838694,0.100838694,0.099620843,2.659856587,-4.0,-3.608591854,-2.337068654,3.22882855,1.0,1.0,1.0,0.0,1.464e-06,1.464e-06,2.0,26.272245835,0.0,0.0,0.0,0.0,0.0,0.041533627,-0.01030147,0.365039459
varying,varying_20260913_131059,48.0,2.3,2.8,0.5,48.499993657,346.0,2.8,2.8,2.717993617,3.082006383,0.0,0.0,1.0,0.14,0.44,0.432408075,0.195030416,1.0,0.363517252,0.094609429,0.105643525,0.105643525,0.094609429,2.717993617,-3.640127669,-2.924022358,-2.081656209,24.345845209,1.0,1.0,1.0,0.0,3.374e-06,3.374e-06,2.0,7.111315724,0.0,0.0,0.0,2.0,0.0,0.013693824,-0.012724796,0.356037526
varying,varying_20260913_131059,48.0,2.3,2.8,1.0,49.000009797,350.0,2.8,2.8,2.624378325,3.175621675,0.0,0.0,1.0,0.14,0.44,0.417514734,0.191379032,1.0,0.55124335,0.105389326,0.104728308,0.104728308,0.105389326,2.624378325,-4.0,-0.248578209,-2.669404742,7.977710118,1.0,1.0,1.0,0.0,1.125e-06,1.125e-06,2.0,4.926236988,0.0,0.0,0.0,0.0,0.0,-0.007685379,-0.009094738,0.35848016
varying,varying_20260913_131059,64.0,2.8,0.6,0.0,63.999992922000004,457.0,0.600001946,0.600001946,0.600001946,0.612459972,-1.2,0.0,1.0,0.14,0.44,0.095454855,0.020800125,1.0,0.007507104,0.015750519,0.015453662,0.015453662,0.015750519,0.0,0.957772555,0.957772555,0.593171356,31.871434312,1.0,1.0,1.0,0.0,2.368e-06,2.368e-06,2.0,11.607315095,0.0,0.0,0.0,2.0,0.0,-0.004811647,-0.001618803,0.362492044
varying,varying_20260913_131059,64.0,2.8,0.6,0.25,64.249988821,458.0,0.6,0.42640019,0.42640019,0.453757904,-0.208002968,4.0,1.0,0.14,0.44,0.067836394,0.010972595,1.0,-0.03294269,0.019863202,0.013676632,0.013676632,0.019863202,0.0,-0.412503215,-0.412503215,-1.161483315,5.16352265,1.0,1.0,1.0,0.0,2.761e-06,2.761e-06,2.0,8.780627892,0.0,0.0,0.0,4.0,0.0,0.010761358,-0.003539492,0.36109845
varying,varying_20260913_131059,64.0,2.8,0.6,0.5,64.50000016,460.0,0.6,0.500408552,0.500408552,0.258470102,0.792042388,4.0,1.0,0.14,0.44,0.079610451,0.01483752,1.0,-0.183130374,0.00388747,-0.000491951,-0.000491951,0.00388747,0.0,4.914284884,4.914284884,1.005263035,34.792803688,1.0,1.0,1.0,0.0,2.975e-06,2.975e-06,2.0,16.240860259,0.0,0.0,0.0,2.0,0.0,-0.006198711,-0.004659479,0.364369568
varying,varying_20260913_131059,64.0,2.8,0.6,1.0,64.999992034,464.0,0.6,0.6,0.6,0.551664996,0.0,0.0,1.0,0.14,0.44,0.095454545,0.0208,1.0,-0.048335004,0.012936826,0.011124124,0.011124124,0.012936826,0.0,0.824804149,0.824804149,-0.638816771,12.90996809,1.0,1.0,1.0,0.0,2.513e-06,2.513e-06,2.0,6.747203579,0.0,0.0,0.0,2.0,0.0,0.015459424,-0.010965289,0.363636803
varying,varying_20260913_131059,80.0,0.6,0.0,0.0,79.999997759,571.0,1.68e-07,1.68e-07,1.68e-07,0.0012421,-1.2,0.0,1.0,0.14,0.44,2.7e-08,0.0,1.0,-0.003108953,-0.001312833,-0.004243221,-0.004243221,-0.001312833,0.0,5.818852856,5.818852856,2.759368902,60.037172845,1.0,1.0,1.0,0.0,2.759e-06,2.759e-06,2.0,20.87781758,0.0,0.0,0.0,4.0,0.0,-0.005557068,-0.011194198,0.365151215
varying,varying_20260913_131059,80.0,0.6,0.0,0.25,80.249988554,571.0,0.0,0.0,0.0,0.074061404,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.003148977,-0.001312833,-0.004243221,-0.004243221,-0.001312833,0.0,-0.317610614,-1.628214099,-0.264076557,-3.673499561,1.0,1.0,1.0,1.0,1.2e-08,1.2e-08,4.0,6.078399634,0.0,0.0,0.0,4.0,0.0,-0.004045132,-0.011451935,0.372869181
varying,varying_20260913_131059,80.0,0.6,0.0,0.5,80.499990772,571.0,0.0,0.0,0.0,0.015891948,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.003148977,-0.001312833,-0.004243221,-0.004243221,-0.001312833,0.0,-0.054711113,-0.224217646,-0.007108542,0.035469385,1.0,1.0,1.0,1.0,1.1e-08,1.1e-08,4.0,6.176923031,0.0,0.0,0.0,4.0,0.0,-0.001994414,-0.008925295,0.374454007
varying,varying_20260913_131059,80.0,0.6,0.0,1.0,80.99998813799999,571.0,0.0,0.0,0.0,0.010419528,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.003148977,-0.001312833,-0.004243221,-0.004243221,-0.001312833,0.0,-0.054521677,-0.221597805,-0.004672863,0.083343656,1.0,1.0,1.0,1.0,8e-09,8e-09,4.0,5.780170623,0.0,0.0,0.0,4.0,0.0,0.000487197,-0.010099314,0.374606727
varying,varying_20260913_131301,16.0,0.6,1.4,0.0,15.999994119,114.0,1.399999412,1.399999412,1.369853497,1.630145327,0.8,0.0,1.0,0.14,0.44,0.217931238,0.087018008,1.0,0.239785248,0.050208405,0.050645062,0.050645062,0.050208405,1.369853497,-2.602918306,-1.020518367,-0.478756102,10.084838047,1.0,1.0,1.0,0.0,2.086e-06,2.086e-06,2.0,5.693898778,0.0,0.0,0.0,2.0,0.0,0.006750668,-0.015957551,0.359379869
varying,varying_20260913_131301,16.0,0.6,1.4,0.25,16.249992182,116.0,1.4,1.4,1.378880668,1.621119332,0.0,0.0,1.0,0.14,0.44,0.219367379,0.08791439,1.0,0.240081345,0.051808359,0.051414574,0.051414574,0.051808359,1.378880668,-2.42238664,-1.728977846,-2.332788779,-7.251185474,1.0,1.0,1.0,0.0,9.84e-07,9.84e-07,2.0,8.52292987,0.0,0.0,0.0,1.0,0.0,-0.007684493,-0.021982292,0.358910484
varying,varying_20260913_131301,16.0,0.6,1.4,0.5,16.499994014000002,117.0,1.4,1.4,1.358415748,1.641584252,0.0,0.0,1.0,0.14,0.44,0.216111596,0.085883622,1.0,0.266500765,0.052490415,0.053058883,0.053058883,0.052490415,1.358415748,-2.831685048,-3.005919643,-2.271455628,4.497311337,1.0,1.0,1.0,0.0,1.753e-06,1.753e-06,2.0,6.535342457,0.0,0.0,0.0,2.0,0.0,-0.005937499,-0.01857529,0.357731994
varying,varying_20260913_131301,16.0,0.6,1.4,1.0,16.999996009,121.0,1.4,1.4,1.373824904,1.626175096,0.0,0.0,1.0,0.14,0.44,0.218563053,0.087412249,1.0,0.241702446,0.051414937,0.053404528,0.053404528,0.051414937,1.373824904,-2.523501916,-2.487562051,-1.109177082,13.879827267,1.0,1.0,1.0,0.0,1.291e-06,1.291e-06,2.0,5.349004027,0.0,0.0,0.0,2.0,0.0,0.013888346,-0.011874247,0.363400227
varying,varying_20260913_131301,32.0,1.4,2.3,0.0,31.999990443999998,228.0,2.299998925,2.299998925,2.180850929,2.619146921,0.8,0.0,1.0,0.14,0.44,0.346953557,0.163409332,1.0,0.44781237,0.086054761,0.086777563,0.086777563,0.086054761,2.180850929,-4.0,-2.773574564,-3.13506938,-8.073562875,1.0,1.0,1.0,0.0,1.992e-06,1.992e-06,2.0,23.996192566,0.0,0.0,0.0,0.0,0.0,-0.000471137,0.003353057,0.359054884
varying,varying_20260913_131301,32.0,1.4,2.3,0.25,32.249983554,230.0,2.3,2.3,2.114188889,2.685811111,0.0,0.0,1.0,0.14,0.44,0.336348232,0.157986456,1.0,0.582049608,0.095023578,0.087826839,0.087826839,0.095023578,2.114188889,-4.0,-2.618227652,-2.071812956,24.75530347,1.0,1.0,1.0,0.0,4.815e-06,4.815e-06,2.0,9.280159161,0.0,0.0,0.0,2.0,0.0,-0.003676071,0.005002054,0.350650463
varying,varying_20260913_131301,32.0,1.4,2.3,0.5,32.499991088,232.0,2.3,2.3,2.172720988,2.627279012,0.0,0.0,1.0,0.14,0.44,0.345660157,0.162761843,1.0,0.447259475,0.086288622,0.082142851,0.082142851,0.086288622,2.172720988,-4.0,-4.953577199,-3.510906924,-21.236787043,1.0,1.0,1.0,0.0,1.87e-06,1.87e-06,2.0,26.395125539,1.0,0.008481966,0.010471992,1.0,0.0,0.010644565,0.002395684,0.356043175
varying,varying_20260913_131301,32.0,1.4,2.3,1.0,32.999997219,235.0,2.3,2.3,2.158940086,2.641059914,0.0,0.0,1.0,0.14,0.44,0.343467741,0.161655296,1.0,0.478633704,0.088303845,0.088249701,0.088249701,0.088303845,2.158940086,-4.0,-4.243369501,-2.930592541,-18.893474051,1.0,1.0,1.0,0.0,1.337e-06,1.337e-06,2.0,5.920064873,0.0,0.0,0.0,1.0,0.0,0.030605998,-0.020410949,0.359970398
varying,varying_20260913_131301,48.0,2.3,2.8,0.0,47.999995070000004,342.0,2.799999692,2.799999692,2.628581732,3.171417651,0.8,0.0,1.0,0.14,0.44,0.418183457,0.191562309,1.0,0.562873017,0.106170476,0.10532267,0.10532267,0.106170476,2.628581732,-4.0,-4.180149906,-3.070620546,15.800084107,1.0,1.0,1.0,0.0,2.065e-06,2.065e-06,2.0,8.499907254,0.0,0.0,0.0,2.0,0.0,-0.007487792,-0.002826668,0.354933922
varying,varying_20260913_131301,48.0,2.3,2.8,0.25,48.249977204000004,344.0,2.8,2.8,2.639637658,3.160362342,0.0,0.0,1.0,0.14,0.44,0.419942355,0.192035888,1.0,0.573663314,0.10970529,0.106560869,0.106560869,0.10970529,2.639637658,-4.0,-5.577078372,-3.74238014,-16.613188274,1.0,1.0,1.0,0.0,2.545e-06,2.545e-06,2.0,24.412938226,0.0,0.0,0.0,0.0,0.0,-0.001269482,0.0001906,0.361871811
varying,varying_20260913_131301,48.0,2.3,2.8,0.5,48.499992228,346.0,2.8,2.8,2.639114819,3.160885181,0.0,0.0,1.0,0.14,0.44,0.419859176,0.19201377,1.0,0.550707911,0.107015981,0.104219971,0.104219971,0.107015981,2.639114819,-4.0,-2.670414153,-1.974134723,19.857454114,1.0,1.0,1.0,0.0,3.289e-06,3.289e-06,2.0,6.592472043,0.0,0.0,0.0,2.0,0.0,0.018837994,-0.015239215,0.356760078
varying,varying_20260913_131301,48.0,2.3,2.8,1.0,48.999993471,349.0,2.8,2.8,2.666711561,3.133288439,0.0,0.0,1.0,0.14,0.44,0.424249567,0.193143063,1.0,0.531134409,0.107935001,0.106877878,0.106877878,0.107935001,2.666711561,-4.0,-4.774489262,-5.8780015,-38.055671421,1.0,1.0,1.0,0.0,3.8317e-05,3.8317e-05,1.0,24.424032727,0.0,0.0,0.0,1.0,0.0,-0.017551003,0.003288619,0.356334574
varying,varying_20260913_131301,64.0,2.8,0.6,0.0,63.999988803,457.0,0.600003079,0.600003079,0.600003079,0.622215445,-1.2,0.0,1.0,0.14,0.44,0.095455035,0.020800197,1.0,0.01726232,0.016570964,0.01681785,0.01681785,0.016570964,0.0,0.801868073,0.801868073,-0.607005662,15.376673821,1.0,1.0,1.0,0.0,9.55e-07,9.55e-07,2.0,5.413160196,0.0,0.0,0.0,2.0,0.0,-0.008166377,0.000118591,0.36226377
varying,varying_20260913_131301,64.0,2.8,0.6,0.25,64.249993357,458.0,0.6,0.426399609,0.426399609,0.466322743,-0.207991752,4.0,1.0,0.14,0.44,0.067836301,0.010972567,1.0,-0.020385949,0.015579196,0.013248874,0.013248874,0.015579196,0.0,-0.341435017,-0.341435017,-0.848466836,9.802533523,1.0,1.0,1.0,1.0,2.268e-06,2.268e-06,2.0,7.209985432,0.0,0.0,0.0,4.0,0.0,0.005733961,-0.007158302,0.360689754
varying,varying_20260913_131301,64.0,2.8,0.6,0.5,64.50000939899999,460.0,0.6,0.500414542,0.500414542,0.260950382,0.792072416,4.0,1.0,0.14,0.44,0.079611404,0.014837853,1.0,-0.180648701,0.00422227,-0.000291053,-0.000291053,0.00422227,0.0,4.703738858,4.703738858,1.17167483,37.574299898,1.0,1.0,1.0,0.0,2.922e-06,2.922e-06,2.0,16.969362914,0.0,0.0,0.0,2.0,0.0,-0.010876346,-0.005608347,0.363789875
varying,varying_20260913_131301,64.0,2.8,0.6,1.0,64.99998987,464.0,0.6,0.6,0.6,0.581872745,0.0,0.0,1.0,0.14,0.44,0.095454545,0.0208,1.0,-0.018127255,0.014236775,0.011098647,0.011098647,0.014236775,0.0,0.437587903,0.437587903,-0.953698166,8.024398603,1.0,1.0,1.0,0.0,2.318e-06,2.318e-06,2.0,5.126015004,0.0,0.0,0.0,2.0,0.0,0.013797009,-0.009974007,0.364848365
varying,varying_20260913_131301,80.0,0.6,0.0,0.0,79.999976271,571.0,1.78e-06,1.78e-06,1.78e-06,-0.006549724,-1.2,0.0,1.0,0.14,0.44,2.83e-07,0.0,1.0,-0.01090073,-0.001832252,-0.0043777,-0.0043777,-0.001832252,0.0,0.0830792,0.0830792,-0.712536863,8.849281437,1.0,1.0,1.0,1.0,2.152e-06,2.152e-06,2.0,3.997715363,0.0,0.0,0.0,4.0,0.0,-0.008255629,-0.011525013,0.364690221
varying,varying_20260913_131301,80.0,0.6,0.0,0.25,80.249991068,571.0,0.0,0.0,0.0,0.078218002,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.010697324,-0.001832252,-0.0043777,-0.0043777,-0.001832252,0.0,-0.354205035,-1.778336201,-0.299264594,-4.185368969,1.0,1.0,1.0,0.0,1e-08,1e-08,4.0,6.081614605,0.0,0.0,0.0,4.0,0.0,-0.004936286,-0.012572178,0.37225209
varying,varying_20260913_131301,80.0,0.6,0.0,0.5,80.49999559599999,571.0,0.0,0.0,0.0,0.021950522,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.010697324,-0.001832252,-0.0043777,-0.0043777,-0.001832252,0.0,-0.079945652,-0.359756435,-0.031270806,-0.310769714,1.0,1.0,1.0,1.0,9e-09,9e-09,4.0,6.119992797,0.0,0.0,0.0,4.0,0.0,-0.003103605,-0.008939521,0.374200133
varying,varying_20260913_131301,80.0,0.6,0.0,1.0,80.99999091199999,571.0,0.0,0.0,0.0,0.01012237,-1.2,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.010697324,-0.001832252,-0.0043777,-0.0043777,-0.001832252,0.0,-0.052645435,-0.212038884,-0.002680519,0.113875017,1.0,1.0,1.0,1.0,7e-09,7e-09,4.0,5.740189505,0.0,0.0,0.0,4.0,0.0,-0.000918286,-0.009987204,0.374449241
