step,leg,target_swing_x_m,target_swing_y_m,target_body_advance_x_m,target_body_advance_y_m,actual_swing_x_m,actual_swing_y_m,body_displacement_x_m,body_displacement_y_m,swing_clearance_mean_mm,swing_clearance_max_mm,swing_force_mean,swing_force_max,swing_zero_force_fraction,landing_force_mean,max_abs_roll_deg,max_abs_pitch_deg,max_support_drift_mm,max_abs_q_error_rad,max_abs_tau_est
11,FL,0.06,0.0,0.006381428999999994,0.0011082579999999987,0.059276297412698464,-0.005044059317460325,-0.0031167409841269256,-0.0023148010158730156,20.284404193,20.662087999999997,0.0,0.0,1.0,3.645418326693227,1.300330695429938,1.219986428100569,11.712164243565747,0.082298517,8.156232834
12,RR,0.06,0.0,0.02252728499999987,0.0027985780000000004,0.07093137003117458,0.005502967756063515,0.03481061082539688,0.007450923563492064,22.585997419,22.850395,0.0,0.0,1.0,4.728,1.9858427262589997,1.0767149509771154,2.056441916029202,0.064912736,6.495628834
13,FR,0.06,0.0,0.005199731000000263,-0.0037231670000000008,0.06733773823809525,0.0015361042936508085,-0.008309239539682628,-0.001886848928571429,26.773749321,26.887439999999998,0.0,0.0,1.0,2.9,0.8179639448366033,1.326532341880168,13.437243453158903,0.098617792,9.937306404
14,RL,0.06,0.0,0.025781061999999855,-0.0014439009999999992,0.060992564912698416,-0.002237100865079361,0.036030535428571514,-0.0027396080238095235,29.454894341000003,29.794627000000002,0.0,0.0,1.0,4.128,0.7105231282767894,1.0545549488137382,5.163174290784826,0.065196455,6.523137093
15,FL,0.06,0.0,0.006872517999999828,0.0009522530000000001,0.05929022476190471,-0.004577070769841207,-0.002518658309523858,-0.002589255301587301,20.475241196,20.843207999999997,0.0,0.0,1.0,3.672,1.2543786208237533,1.211871053890336,11.686377245685625,0.082626224,8.189278603
16,RR,0.06,0.0,0.022440716000000138,0.0028920560000000005,0.07106531136507938,0.0060314215238095326,0.034647885396825395,0.007954978269841269,22.260110207,22.514387,0.0,0.0,1.0,4.588,2.032066210972738,1.0717220821587863,2.1476180926844735,0.064545691,6.458921432
17,FR,0.06,0.0,0.005260410999999854,-0.004050523000000004,0.06652494830158734,0.0024311661746031776,-0.008057951301587374,-0.0025576228253968245,26.242020341999996,26.389673,0.0,0.0,1.0,3.032,0.7483979303661173,1.291298187677039,13.458749474450709,0.096814156,9.752506256
18,RL,0.06,0.0,0.02562847800000001,-0.0011705899999999983,0.061033546460317445,-0.0016144190079365184,0.03586924093650806,-0.002056939460317461,29.521516591999998,29.859981,0.0,0.0,1.0,4.208,0.6936221338275795,1.0669280296953678,5.109719340474134,0.06563139,6.567024708
19,FL,0.06,0.0,0.006880780000000253,0.000626530000000001,0.059491893730158785,-0.004109686412698432,-0.002546676849206453,-0.0031236735476190478,20.756032506,21.108800000000002,0.0,0.0,1.0,3.56,1.1904160762938671,1.2149501290813691,11.67417149000631,0.083329558,8.259160042
20,RR,0.06,0.0,0.02246912799999984,0.0030575240000000003,0.07113266367460316,0.006464763563492015,0.03458174059523805,0.00850981926984127,21.834847544,22.073142,0.0,0.0,1.0,4.556,2.091370436740872,1.0637662193987178,2.2624353027375403,0.063980281,6.402373314
21,FR,0.06,0.0,0.005335432000000084,-0.004360775000000001,0.06560960379365088,0.0032959727142857498,-0.007751458063492089,-0.0032019009126984127,25.640774449,25.825923,0.0,0.0,1.0,3.048,0.67367105585177,1.29651674457087,13.474943585435511,0.094816089,9.547949791
22,RL,0.06,0.0,0.025443242999999838,-0.0009049730000000016,0.0610502392936508,-0.0010295698015873045,0.03565036386507947,-0.001414305420634921,29.593653400999997,29.930289,0.0,0.0,1.0,4.236,0.6744388765930248,1.0789043373038694,5.048585674067419,0.066039979,6.608099461
23,FL,0.06,0.0,0.006908983000000257,0.00032679700000000193,0.05967725708730154,-0.0036554510634921322,-0.0025630017063492105,-0.0036451020158730155,21.051734857,21.387507,0.0,0.0,1.0,3.58,1.1203822990794365,1.2155551152172477,11.65092328151499,0.084123135,8.341132164
24,RR,0.06,0.0,0.032504081000000073,0.003233250000000001,0.07128590259523811,0.006730557603174647,0.026953730873015835,-0.0052589105,24.704501120999996,25.087917,0.0,0.0,1.0,4.752,1.7122763493393334,1.426814910226515,4.349859330105954,0.081605852,8.087854385
