step,leg,target_swing_x_m,target_swing_y_m,target_body_advance_x_m,target_body_advance_y_m,actual_swing_x_m,actual_swing_y_m,body_displacement_x_m,body_displacement_y_m,swing_clearance_mean_mm,swing_clearance_max_mm,swing_force_mean,swing_force_max,swing_zero_force_fraction,landing_force_mean,max_abs_roll_deg,max_abs_pitch_deg,max_support_drift_mm,max_abs_q_error_rad,max_abs_tau_est
1,FR,0.06,0.0,0.024999999999999998,0.0,0.051158980055555525,0.001977988357142829,0.005841815785714289,0.007220379928571428,19.35878353853854,19.574656,0.0,0.0,1.0,2.504,1.140929826119977,1.185661271439415,10.579900567186641,0.108013153,10.899009705
2,RL,0.06,0.0,0.027720650000000024,-0.0057294009999999986,0.05010452077777777,-0.01457698536507937,0.03818580858730159,-0.013037656182539683,24.608605159,24.850865,0.0,0.0,1.0,4.067729083665339,1.1690742005661572,0.814331048640797,8.214101930351966,0.07137084,6.91805172
3,FL,0.06,0.0,0.016732545999999945,0.005739328999999999,0.04588488422222228,-0.002870006174603118,0.008349256388888886,0.0026549928095238088,17.064277149,17.464178,0.0,0.0,1.0,3.428,1.4717770856500523,0.5567664662066623,7.542743570559166,0.095577955,9.545496941
4,RR,0.06,0.0,0.03159410000000004,0.00250832,0.05516614168253969,0.007015839539682572,0.04050659623015873,0.007026602452380954,22.272660022,22.364421999999998,0.0,0.0,1.0,4.3,1.3403139822053474,0.8709218035869707,6.007128509294958,0.075958848,7.547048569
5,FR,0.06,0.0,0.017932393999999963,-0.003506735,0.05766215421428564,0.0005793990238095459,0.008414253253968239,-0.00034730454761904743,26.218343691,26.456162,0.0,0.0,1.0,3.176,0.8035495872182612,0.9237971564148392,9.529067601721255,0.091358423,9.145360947
6,RL,0.06,0.0,0.032548619,-0.0025768730000000025,0.05962021374603178,-0.003273275650793661,0.045757119396825405,-0.004150984198412699,29.304981724,29.664289,0.0,0.0,1.0,4.063745019920319,0.7013486988780367,0.8522366185637233,7.509617593759552,0.07195282,7.118244171
7,FL,0.06,0.0,0.014556909999999978,0.0011601050000000029,0.05513917892063486,-0.00685039284126987,0.006612608031746028,-0.002974509063492064,19.182936902,19.627299,0.0,0.0,1.0,3.733067729083665,1.59563600782934,0.7845021209811526,9.852374201012786,0.078374743,7.837827206
8,RR,0.06,0.0,0.04122933100000001,0.0033585509999999996,0.07363054842857142,0.006253373571428605,0.06177665601587305,0.008969209460317462,24.703775829999998,25.040193,0.0,0.0,1.0,4.892430278884462,1.7156442525548918,1.20913827439068,1.8027379016632505,0.070158064,7.020210266
9,FR,0.06,0.0,-0.0014122999999999497,-0.004482826999999999,0.06918247224603175,0.00023904496825394306,-0.017843632785714297,-0.003125962246031747,28.055855682,28.140006,0.0,0.0,1.0,2.9282868525896415,0.9557988546251788,1.493502613917382,13.596175315071468,0.103037477,10.389225006
10,RL,0.06,0.0,0.028121489000000027,-0.0010589409999999994,0.06060026603174603,-0.0029671382460317586,0.03898203966666661,-0.0025525350873015873,29.410142501,29.754908999999998,0.0,0.0,1.0,4.159362549800797,0.728252104035743,1.0512935584522944,5.227202560446466,0.065117836,6.514591694
