# replay_kind=same_mjcf_closed_loop_diagnostic
# execution_authority=0
# b1_claim=0
# contact_evolution_verified=0
# quaternion_representation=normalized_as_Go2RigidBody_SetState
# cold_start=1
# original_warmstart_replayed=0
# torque_mode=direct_torque_only_kp0_kd0
# contact_merge_mode=0_scheduled_only
# map_source=proposal_only_scene_geometry_not_used_to_fill_map
# gt_contact_scope=external_contacts_only_robot_self_contacts_omitted
# gt_moment_origin=controller_com_world_subtree_com
# gt_wrench_note=lever_arm_moment_and_local_contact_couple_are_separate
# gt_force_application_scope=point_force_does_not_model_rolling_or_torsional_couples
# scene_path=/home/che/dev/go2-workspace/feat-stage-c-joint-planner/unitree_robots/go2/phase2_flat.xml
# controller_model_path=/home/che/dev/go2-workspace/feat-stage-c-joint-planner/example/cpp/../../unitree_robots/go2/go2.xml
# source_time_s=20.100000000000001
# duration_s=0.20000000000000001
# timestep_s=0.002
# swing_clearance_m=0.029999999999999999
# foot_feedback_limit_mps2=25
# model_sample_verified_is_independent_certificate_and_motor_envelope
step,terminal,status,plant_time_s,source_time_s,reference_time_s,nominal_contact_mask,recorded_source_measured_mask,model_sensor_contact_mask,mujoco_geom_contact_mask,wbc_contact_mask,ncon,nonfoot_contact_count,nonfoot_contact_force_n,actual_state_finite,reference_state_valid,foot_reference_valid,solver_returned,solver_converged,independent_certificate_valid,motor_envelope_valid,foot_feedback_clipped_count,orientation_feedback_clipped,cold_start,original_warmstart_replayed,base_px,base_py,base_pz,base_qw,base_qx,base_qy,base_qz,com_x,com_y,com_z,ref_com_x,ref_com_y,ref_com_z,com_vx,com_vy,com_vz,ref_com_vx,ref_com_vy,ref_com_vz,momentum_x,momentum_y,momentum_z,ref_momentum_x,ref_momentum_y,ref_momentum_z,roll_rad,pitch_rad,yaw_rad,pitch_error_rad,pitch_rate_radps,desired_ori_acc_x,desired_ori_acc_y,desired_ori_acc_z,desired_orientation_acc_norm_radps2,com_error_m,com_velocity_error_mps,momentum_error_nms,eq_residual,rne_residual,certificate_force_residual_n,certificate_moment_residual_nm,certificate_joint_residual_nm,max_tau_violation_nm,max_tau_nm,max_motor_saturation_nm,gt_force_norm_n,gt_force_moment_about_com_norm_nm,gt_contact_couple_norm_nm,gt_wrench_moment_norm_nm,reference_force_norm_n,wbc_force_norm_n,foot0_x,foot0_y,foot0_z,ref_foot0_x,ref_foot0_y,ref_foot0_z,foot_error0_x,foot_error0_y,foot_error0_z,foot_v0_x,foot_v0_y,foot_v0_z,ref_foot_v0_x,ref_foot_v0_y,ref_foot_v0_z,gt_force0_x,gt_force0_y,gt_force0_z,gt_local_force0_x,gt_local_force0_y,gt_local_force0_z,gt_couple0_x,gt_couple0_y,gt_couple0_z,gt_local_couple0_x,gt_local_couple0_y,gt_local_couple0_z,foot1_x,foot1_y,foot1_z,ref_foot1_x,ref_foot1_y,ref_foot1_z,foot_error1_x,foot_error1_y,foot_error1_z,foot_v1_x,foot_v1_y,foot_v1_z,ref_foot_v1_x,ref_foot_v1_y,ref_foot_v1_z,gt_force1_x,gt_force1_y,gt_force1_z,gt_local_force1_x,gt_local_force1_y,gt_local_force1_z,gt_couple1_x,gt_couple1_y,gt_couple1_z,gt_local_couple1_x,gt_local_couple1_y,gt_local_couple1_z,foot2_x,foot2_y,foot2_z,ref_foot2_x,ref_foot2_y,ref_foot2_z,foot_error2_x,foot_error2_y,foot_error2_z,foot_v2_x,foot_v2_y,foot_v2_z,ref_foot_v2_x,ref_foot_v2_y,ref_foot_v2_z,gt_force2_x,gt_force2_y,gt_force2_z,gt_local_force2_x,gt_local_force2_y,gt_local_force2_z,gt_couple2_x,gt_couple2_y,gt_couple2_z,gt_local_couple2_x,gt_local_couple2_y,gt_local_couple2_z,foot3_x,foot3_y,foot3_z,ref_foot3_x,ref_foot3_y,ref_foot3_z,foot_error3_x,foot_error3_y,foot_error3_z,foot_v3_x,foot_v3_y,foot_v3_z,ref_foot_v3_x,ref_foot_v3_y,ref_foot_v3_z,gt_force3_x,gt_force3_y,gt_force3_z,gt_local_force3_x,gt_local_force3_y,gt_local_force3_z,gt_couple3_x,gt_couple3_y,gt_couple3_z,gt_local_couple3_x,gt_local_couple3_y,gt_local_couple3_z,q0,dq0,wbc_tau0,requested_tau0,applied_tau0,q1,dq1,wbc_tau1,requested_tau1,applied_tau1,q2,dq2,wbc_tau2,requested_tau2,applied_tau2,q3,dq3,wbc_tau3,requested_tau3,applied_tau3,q4,dq4,wbc_tau4,requested_tau4,applied_tau4,q5,dq5,wbc_tau5,requested_tau5,applied_tau5,q6,dq6,wbc_tau6,requested_tau6,applied_tau6,q7,dq7,wbc_tau7,requested_tau7,applied_tau7,q8,dq8,wbc_tau8,requested_tau8,applied_tau8,q9,dq9,wbc_tau9,requested_tau9,applied_tau9,q10,dq10,wbc_tau10,requested_tau10,applied_tau10,q11,dq11,wbc_tau11,requested_tau11,applied_tau11
0,0,reference_unavailable,0,20.100000000000001,20.100000000000001,9,9,9,9,9,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1.7107870923943451,-0.0040821906145733361,0.36669119939835998,0.99992574823008773,0.0061588386104312644,-0.010374576015384522,-0.0017131567268914515,1.7090943496480882,-0.0038835109935349424,0.34023704176817482,nan,nan,nan,0.70888446812593253,-0.078523050388811494,-0.064551515693341846,nan,nan,nan,0.03208712012149352,-0.34461319872671575,0.057010659741153269,nan,nan,nan,0.012355277561485925,-0.020727993522116385,-0.0035546208001938956,nan,-0.69055485725402832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.48916114893639,6.4658084516863825,0.53379034118195945,5.9642936601350973,nan,nan,1.8770969031797879,-0.13216920593512024,0.02020853198876929,nan,nan,nan,nan,nan,nan,0.014563824237340539,0.0052065585477835434,0.0089030886001212894,nan,nan,nan,-3.4131221418129658,2.1323447262297437,20.394264799827035,20.394264799827035,2.1323447262297437,3.4131221418129658,-0.018655737569492039,-0.18987174491242353,-0.10320108990352869,-0.10320108990352869,-0.18987174491242353,0.018655737569492039,1.8844831950284844,0.14111610133574551,0.049991032590047835,nan,nan,nan,nan,nan,nan,1.8848366497942051,-0.054280644941229222,-0.098783003881537629,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1.4962243512797269,-0.14219038212192228,0.038809188536046202,nan,nan,nan,nan,nan,nan,1.8838995907533622,-0.11934630870797192,-0.42387288907841042,nan,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1.477164101885617,0.12627956815212241,0.015327782231733172,nan,nan,nan,nan,nan,nan,-0.017532992009645337,-0.068926013565256364,0.012284333111343915,nan,nan,nan,-4.0119282154041613,-1.1700594442369372,30.547627097215724,30.547627097215724,-1.1700594442369372,4.0119282154041613,-0.096475671312960531,-0.27798447288073508,-0.12655409828636763,-0.12655409828636763,-0.27798447288073508,0.096475671312960531,0.029375527054071426,-0.056691493839025497,nan,nan,nan,0.71546751260757446,2.2673614025115967,nan,nan,nan,-1.2450106143951416,0.76844847202301025,nan,nan,nan,-0.00047412683488801122,-0.21233497560024261,nan,nan,nan,0.79314035177230835,-3.5212407112121582,nan,nan,nan,-1.4293931722640991,0.83202755451202393,nan,nan,nan,-0.0026562786661088467,-0.29418793320655823,nan,nan,nan,0.7950514554977417,-3.5408635139465332,nan,nan,nan,-1.4294934272766113,1.0874334573745728,nan,nan,nan,-0.048442739993333817,-0.17611321806907654,nan,nan,nan,0.756916344165802,3.1547539234161377,nan,nan,nan,-1.2462159395217896,-0.82215946912765503,nan,nan,nan
