# Phase1 fixed-step command sequence: 0 -> 1 -> 2 -> 3 -> 1 -> 0 m/s
0.0,0.0
8.0,0.0
16.0,1.0
24.0,1.0
32.0,2.0
40.0,2.0
48.0,3.0
56.0,3.0
64.0,1.0
72.0,1.0
80.0,0.0
92.0,0.0
