# Phase1 non-integer piecewise commands
0.0,0.6
8.0,0.6
16.0,1.4
24.0,1.4
32.0,2.3
40.0,2.3
48.0,2.8
56.0,2.8
64.0,0.6
72.0,0.6
80.0,0.0
