step,leg,target_swing_x_m,target_swing_y_m,target_body_advance_x_m,target_body_advance_y_m,actual_swing_x_m,actual_swing_y_m,body_displacement_x_m,body_displacement_y_m,swing_clearance_mean_mm,swing_clearance_max_mm,swing_force_mean,swing_force_max,swing_zero_force_fraction,landing_force_mean,max_abs_roll_deg,max_abs_pitch_deg,max_support_drift_mm,max_abs_q_error_rad,max_abs_tau_est
11,FL,0.06,0.0,0.006379907999999962,0.0011070280000000017,0.05928312715873013,-0.005043630579365105,-0.003113556968254022,-0.0023148600952380954,20.286542703,20.66494,0.0,0.0,1.0,3.8326693227091635,1.3000718903938775,1.2210223357941656,11.710977729072733,0.082373977,8.162451744
12,RR,0.06,0.0,0.02252448199999993,0.0027980610000000006,0.07093675943650796,0.005495932063492026,0.03480965286507945,0.00744966642063492,22.589522875,22.853621,0.0,0.0,1.0,4.704,1.985294577536398,1.0771477059997778,2.0559370541931785,0.064926803,6.497030735
13,FR,0.06,0.0,0.0051970909999999315,-0.0037227309999999974,0.06734190654761912,0.0015374308253968683,-0.008310447214285782,-0.0018883256746031747,26.774177600999998,26.887745000000002,0.0,0.0,1.0,2.912,0.8178362325440687,1.3263022420296435,13.438792872656188,0.098644733,9.943358421
14,RL,0.06,0.0,0.025781176000000183,-0.0014424030000000053,0.060996103857142846,-0.002236676873015875,0.03603164600000003,-0.002737216214285714,29.454722674,29.794482000000002,0.0,0.0,1.0,4.14,0.7106177809045451,1.0548213168926943,5.162779890031244,0.065201402,6.524098873
15,FL,0.06,0.0,0.006870675000000104,0.0009513340000000007,0.05929764445238084,-0.0045776964841268974,-0.002518481150793672,-0.002591148992063492,20.477120226,20.845727,0.0,0.0,1.0,3.644,1.2541326500423038,1.212006844887782,11.687456168602031,0.082648873,8.190615654
16,RR,0.06,0.0,0.022438780999999908,0.002893068000000002,0.07105842824603176,0.0060328267142856495,0.034643654269841284,0.007956130182539684,22.259835584999998,22.513515,0.0,0.0,1.0,4.772,2.0320145874753965,1.0718347829570887,2.1471978543744417,0.064546466,6.458995342
17,FR,0.06,0.0,0.005262434000000038,-0.004050608000000002,0.06652729347619041,0.0024235661904761785,-0.008051334809523747,-0.0025618565952380966,26.242129046,26.390404,0.0,0.0,1.0,2.86,0.748212292040495,1.291472366846759,13.463917604725104,0.096793413,9.755002975
18,RL,0.06,0.0,0.02562458800000006,-0.0011672360000000012,0.06104678467460318,-0.0016211690714285631,0.03586843737301576,-0.0020549191666666662,29.519868416,29.858221,0.0,0.0,1.0,3.976,0.693907180330657,1.0672555896668439,5.109944253463442,0.065625787,6.566969872
19,FL,0.06,0.0,0.00687861399999995,0.0006273190000000012,0.05949946253174604,-0.004110965682539741,-0.002541419833333225,-0.003120946738095239,20.759183257000004,21.113113,0.0,0.0,1.0,3.576,1.190101350577002,1.2158563764259276,11.675682651554352,0.08334434,8.259940147
20,RR,0.06,0.0,0.022462933999999823,0.0030561980000000017,0.07112449580952382,0.006460476960317457,0.034569287246031644,0.008505354206349208,21.831266291,22.068413,0.0,0.0,1.0,4.564,2.091666484033616,1.0637714333146535,2.262884091872044,0.06397599,6.401940346
21,FR,0.06,0.0,0.005340543000000086,-0.004358273000000003,0.06560846449206331,0.003295525134920624,-0.007744436087301576,-0.0031973330158730166,25.640899811000004,25.827114,0.0,0.0,1.0,3.052,0.6735400776998031,1.2961542341738908,13.474606308065049,0.094827294,9.552880287
22,RL,0.06,0.0,0.025441662000000087,-0.0009065559999999976,0.06105530239682539,-0.0010376943492064195,0.03564890968253975,-0.0014183739126984133,29.593027497,29.929602,0.0,0.0,1.0,4.012,0.6745280861217268,1.0790525041896901,5.049817055797104,0.066036403,6.60812521
23,FL,0.06,0.0,0.0069091009999996955,0.00032846800000000016,0.059674083547619106,-0.0036517290476189845,-0.0025597253253969443,-0.0036399950158730156,21.051574121,21.387557,0.0,0.0,1.0,3.744,1.120483884496513,1.215898087753413,11.649645996801476,0.08420074,8.348537445
24,RR,0.06,0.0,0.032501390000000185,0.003230738999999999,0.0741337825952381,0.008468061396825377,0.05085482406349212,0.01084154811111111,24.699906855000002,25.081764999999997,0.0,0.0,1.0,4.576,1.7124667432146552,1.3491227499392477,2.4375234030339157,0.072767079,7.28134346
25,FR,0.06,0.0,-0.00967014500000013,-0.006081443000000003,0.06745549924603189,0.003620938420634906,-0.02838157679365072,-0.0076398673412698395,26.815012038,26.899106,0.0,0.0,1.0,2.844,0.7733614723168493,1.6757127611641625,13.827916537611342,0.099446893,10.027909279
26,RL,0.06,0.0,0.029956467000000098,0.0012643790000000012,0.06018259503968254,-0.000661476912698411,0.04123776612698404,0.0020306112777777772,29.639195851,29.978325,0.0,0.0,1.0,4.1,0.6707414653494866,1.0891211488193038,5.036619191532476,0.066388369,6.642814159
27,FL,0.06,0.0,0.006050234999999848,-0.0006928069999999932,0.059937355277777826,-0.0029757198095238246,-0.003734451436507913,-0.0051982285,21.412069781,21.716275,0.0,0.0,1.0,3.692,1.022468739328617,1.2095433555518376,11.5836467190816,0.08607924,8.539138794
28,RR,0.06,0.0,0.0327531350000001,0.0036567550000000002,0.07387092311111113,0.008888635888888913,0.050689612880952306,0.011838189380952383,23.925163632,24.301335,0.0,0.0,1.0,4.668,1.8314917350679836,1.3102133006634726,2.554550392395552,0.070968032,7.101428509
29,FR,0.06,0.0,-0.009336851999999785,-0.006536359000000001,0.06630186453968234,0.004517253142857142,-0.02763223496825401,-0.00857155104761905,26.040304853000002,26.167532,0.0,0.0,1.0,2.896,0.6914711356730994,1.640026084894439,13.7480928806533,0.097543001,9.836619377
30,RL,0.06,0.0,0.02962326099999979,0.0016446069999999993,0.06002538280158726,-0.0001279454682539538,0.04070577814285736,0.0028563740793650814,29.694982768,30.026183000000003,0.0,0.0,1.0,3.956,0.6497657669486447,1.084845795047817,4.974807861050554,0.066162586,6.620284557
31,FL,0.06,0.0,0.00621062100000036,-0.001047214000000003,0.059916118690476416,-0.0022928961190476493,-0.003607681825396891,-0.0058483384761904775,21.703609503000003,21.982163999999997,0.0,0.0,1.0,3.56,0.9338747964818364,1.1855728067558469,11.49287625867261,0.087466836,8.679894447
32,RR,0.06,0.0,0.03277928299999966,0.0038910729999999966,0.07080189840476186,0.0070209775396825325,0.02592742127777775,-0.009603084103174602,23.062485793999997,23.417662,0.0,0.0,1.0,4.748,1.9563969354769595,1.3501286346443793,5.191307515590879,0.07792145,7.713181973
